Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.228-35.186.224.47-55784-443-6,192.168.0.228,55784,35.186.224.47,443,6,17/07/2023 03:14:58 AM,209729,9,12,935.0,3745.0,426.0,0.0,103.88888888888889,172.74073379232564,1412.0,0.0,312.0833333333333,539.1593554841282,22314.510630384924,100.12921436711184,10486.449999999999,23076.008601952126,98231.0,0.0,187719.0,23464.875,43948.65194889372,128767.0,34.0,209542.0,19049.272727272728,29552.478437826187,98231.0,0.0,0,0,0,0,180,276,42.91252044304793,57.21669392406391,0.0,1412.0,212.72727272727272,420.128118987097,176507.63636363635,0,1,0,0,0,0,0,0,1.0,222.85714285714286,103.88888888888889,312.0833333333333,0,0,0,0,0,0,9,935,12,3745,-1,269,5,0,0,0,0,0,0,0,0,0,No Label
192.168.0.228-35.186.224.47-55784-443-6,35.186.224.47,443,192.168.0.228,55784,6,17/07/2023 03:14:58 AM,98049,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.39796428316454,98049.0,0.0,98049.0,98049.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.19898214158227,10.19898214158227,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,269,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.228-34.132.95.210-55677-443-6,192.168.0.228,55677,34.132.95.210,443,6,17/07/2023 03:14:56 AM,28390785,2,4,0.0,40.0,0.0,0.0,0.0,0.0,39.0,0.0,10.0,19.339079605813716,1.4089078551367988,0.21133617827051981,5678157.0,7691292.365709419,1.546242E7,43.0,1.2595698E7,1.2595698E7,0.0,1.2595698E7,1.2595698E7,2.8390093E7,9463364.333333334,8036371.593510366,1.546242E7,332624.0,0,0,0,0,40,92,0.07044539275683993,0.14089078551367987,0.0,39.0,5.857142857142858,14.622227046846314,213.80952380952385,0,0,0,0,1,0,0,0,2.0,6.833333333333333,0.0,10.0,0,0,0,0,0,0,2,0,4,40,-1,501,0,0,166333.5,235170.28039380317,332624.0,43.0,1.4028713E7,2027567.883869243,1.546242E7,1.2595006E7,No Label
192.168.0.228-34.132.95.210-55677-443-6,34.132.95.210,443,192.168.0.228,55677,6,17/07/2023 03:15:25 AM,1,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,2.4E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1000000.0,1000000.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.228-23.215.215.105-55803-80-6,192.168.0.228,55803,23.215.215.105,80,6,17/07/2023 03:15:36 AM,68998,3,6,124.0,179.0,124.0,0.0,41.33333333333333,71.5914333795136,179.0,0.0,29.833333333333332,73.07644399303148,4391.431635699585,130.43856343662134,8624.75,12307.648699081397,32978.0,51.0,20936.0,10468.0,12104.25388035132,19027.0,1909.0,68998.0,13799.6,14001.941858185242,32978.0,267.0,0,0,0,0,72,156,43.479521145540446,86.95904229108089,0.0,179.0,30.300000000000004,65.1801776275238,4248.455555555555,0,1,0,0,0,0,0,0,2.0,33.666666666666664,41.333333333333336,29.833333333333332,0,0,0,0,0,0,3,124,6,179,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.228-23.215.215.105-55803-80-6,192.168.0.228,55803,23.215.215.105,80,6,17/07/2023 03:15:36 AM,52,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846153846,52.0,0.0,52.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19230.76923076923,19230.76923076923,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,512,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.228-34.124.186.36-55753-80-6,192.168.0.228,55753,34.124.186.36,80,6,17/07/2023 03:15:58 AM,313715,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375213171190412,313715.0,0.0,313715.0,313715.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.187606585595206,3.187606585595206,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1022,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.228-35.186.224.25-55757-443-6,192.168.0.228,55757,35.186.224.25,443,6,17/07/2023 03:14:58 AM,61248407,10,16,820.0,9795.0,205.0,0.0,82.0,105.86154479633606,1412.0,0.0,612.1875,594.1839466865459,173.31062994013868,0.42450083640542685,2449936.2800000003,1.1990306835517872E7,6.0002838E7,1.0,6.1102066E7,6789118.444444444,1.9955153091209415E7,6.0002838E7,100778.0,1245494.0,83032.93333333332,69041.64352400106,183102.0,1.0,0,1,0,0,200,320,0.1632695524636257,0.2612312839418011,0.0,1412.0,400.7407407407407,525.0020214314632,275627.1225071225,0,0,0,1,1,0,0,0,1.0,416.15384615384613,82.0,612.1875,0,0,0,0,0,0,10,820,16,9795,-1,303,4,0,0,0,0,0,0,0,0,0,No Label
192.168.0.228-34.124.186.36-55753-80-6,192.168.0.228,55753,34.124.186.36,80,6,17/07/2023 03:15:59 AM,1204522,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.660409689486784,1204522.0,0.0,1204522.0,1204522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.830204844743392,0.830204844743392,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1022,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.228-34.124.186.36-55753-80-6,192.168.0.228,55753,34.124.186.36,80,6,17/07/2023 03:16:02 AM,4802109,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416483674152336,4802109.0,0.0,4802109.0,4802109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.208241837076168,0.208241837076168,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1022,0,0,0,0,0,0,0,0,0,0,No Label
